venueid;chainid;chainname;data
4d1a1438731976eb4d6d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1447731976eb3c7209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8a52725ecdf04dd38fbc8a;556dfce1a7c82e6b724e4092;Citibank;1
4d8cac5efe8d41bdb578d705;556d0a3aaceaff43eb082e54;Macy's;1
4e0e66e67d8bb178a8a90aca;556dfce1a7c82e6b724e4092;Citibank;1
4f8ee66ae4b0eab6ef626b20;556dfce1a7c82e6b724e4092;Citibank;1
51098c8cf470bb33c867f45a;556dfce1a7c82e6b724e4092;Citibank;1
5b69c5cb6a59500039eaf73d;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ac49e73f964a520c69e20e3;556dfce1a7c82e6b724e4092;Citibank;1
4afb14c6f964a520f91a22e3;556dfce1a7c82e6b724e4092;Citibank;1
4b33c114f964a520871e25e3;556d0a3aaceaff43eb082e54;Macy's;1
4b3e7857f964a520aa9d25e3;556d0a3aaceaff43eb082e54;Macy's;1
4b438c1bf964a520eee225e3;556dfce1a7c82e6b724e4092;Citibank;1
4b633944f964a520b76b2ae3;556d0a3aaceaff43eb082e54;Macy's;1
4bacfa71f964a52084203be3;556d0a3aaceaff43eb082e54;Macy's;1
4bdc61a0c79cc928314686e9;556d0a3aaceaff43eb082e54;Macy's;1
4c40d49ece54e21ef7250a1a;556dfce1a7c82e6b724e4092;Citibank;1
4c6099d8832fa593db2bf0d3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ccb431fba79a1cd863e33cb;556dfce1a7c82e6b724e4092;Citibank;1
4ce0a234df986ea85db2e816;556dfce1a7c82e6b724e4092;Citibank;1
4d18f0d4e190721eb69b2521;556d0a3aaceaff43eb082e54;Macy's;1
4d1a1418731976eb836209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1441731976eb4c7009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1448731976ebb37209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a145b731976eb267809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1473731976ebbe8009dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148c731976eb778909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d6017e0b6b9a1cd61377751;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d8cac50fe8d41bdbd71d705;556d0a3aaceaff43eb082e54;Macy's;1
4d8cac73fe8d41bd4083d705;556d0a3aaceaff43eb082e54;Macy's;1
51098c8af470bb33c867eb6e;556dfce1a7c82e6b724e4092;Citibank;1
51098c8df470bb33c867f991;556dfce1a7c82e6b724e4092;Citibank;1
5adb50293ba7676855ca7a0c;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ae8ea3ff964a5204db321e3;556d0a3aaceaff43eb082e54;Macy's;1
4b4289a9f964a520f7d525e3;556d0a3aaceaff43eb082e54;Macy's;1
4b783435f964a52003bc2ee3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b983982f964a520703535e3;556d0a3aaceaff43eb082e54;Macy's;1
4ba14f9df964a5206bab37e3;556dfce1a7c82e6b724e4092;Citibank;1
4bb635986edc76b07e91301c;556d0a3aaceaff43eb082e54;Macy's;1
4bba29b9935e95218ad12790;556dfce1a7c82e6b724e4092;Citibank;1
4bc22a8aabf495213817c293;556d0a3aaceaff43eb082e54;Macy's;1
4bdb202063c5c9b6ad752668;556dfce1a7c82e6b724e4092;Citibank;1
4c01bc9af8492d7f39625ffa;556d0a3aaceaff43eb082e54;Macy's;1
4c098382009a0f47beeae7bf;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c5eeda585a1e21ee26f5d11;556d0a3aaceaff43eb082e54;Macy's;1
4c7414b4c219224bbad59e28;556dfce1a7c82e6b724e4092;Citibank;1
4c793e0c97028cfae64fdafe;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ca3ba65554b236a4c2c2948;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cb47881aef16dcb6625cf54;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4ce6dbf0e1eeb60c046799ae;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1434731976ebda6b09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a143e731976eb246f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1469731976eb2f7d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148a731976eb708809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4f57f019e4b0a386ddd11b2b;556de8c8a7c82f0fe987b2d2;Foot Locker;1
53fdcb90498ef9d2d7c9d85e;556dfce1a7c82e6b724e4092;Citibank;1
5de6ba5f900f6b0008aa760e;556dfce1a7c82e6b724e4092;Citibank;1
4b3fb62bf964a520f2ac25e3;556dfce1a7c82e6b724e4092;Citibank;1
4b54a9c0f964a520a7c527e3;556d0a3aaceaff43eb082e54;Macy's;1
4b64b5b1f964a52038ca2ae3;556d0a3aaceaff43eb082e54;Macy's;1
4ba776aaf964a520d19539e3;556dfce1a7c82e6b724e4092;Citibank;1
4bb676386edc76b057fc301c;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4be618f1910020a122fdd314;556dfce1a7c82e6b724e4092;Citibank;1
4c4b34ae5609c9b68c75d190;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cc6104f306e224b2aaaa66c;556dfce1a7c82e6b724e4092;Citibank;1
4cfac2232d80a14331f646d8;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a145f731976eb9e7909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1470731976eb4f7f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1484731976eb638609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4fd1eb6de4b012fef4f1b1f0;556dfce1a7c82e6b724e4092;Citibank;1
51098c8af470bb33c867eae2;556dfce1a7c82e6b724e4092;Citibank;1
4aabdd60f964a520865a20e3;556dfce1a7c82e6b724e4092;Citibank;1
4b36405df964a520a33125e3;556d0a3aaceaff43eb082e54;Macy's;1
4b4230c9f964a5208fce25e3;556dfce1a7c82e6b724e4092;Citibank;1
4b4e3d31f964a52077e626e3;556dfce1a7c82e6b724e4092;Citibank;1
4b5b5f61f964a520a7f828e3;556d0a3aaceaff43eb082e54;Macy's;1
4bb1097df964a520c3743ce3;556dfce1a7c82e6b724e4092;Citibank;1
4bc1fe6babf4952131bcc193;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bc5e5bc42419521982f031d;556dfce1a7c82e6b724e4092;Citibank;1
4beed4dee8c3c928f9349992;556d0a3aaceaff43eb082e54;Macy's;1
4c49eb346594be9a11b3ba25;556dfce1a7c82e6b724e4092;Citibank;1
4d1a147a731976ebd88209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d6198175b276dcb422b25c6;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4e0de9fdb61c3fe477fdca09;556dfce1a7c82e6b724e4092;Citibank;1
4e722c2b7d8b53db1c1b8326;556dfce1a7c82e6b724e4092;Citibank;1
4f202266aad29cb17b2a284b;556dfce1a7c82e6b724e4092;Citibank;1
5006ece8e4b08643c746096b;556dfce1a7c82e6b724e4092;Citibank;1
5b15a2fc0d2be70039ca138e;556dfce1a7c82e6b724e4092;Citibank;1
4ace64b2f964a52052d020e3;556dfce1a7c82e6b724e4092;Citibank;1
4b265c8df964a5208d7a24e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b60aa10f964a520f0f229e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b620ab0f964a52010322ae3;556d0a3aaceaff43eb082e54;Macy's;1
4b784179f964a520f9bf2ee3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4b7ed619f964a520190330e3;556d0a3aaceaff43eb082e54;Macy's;1
4bb77f333db7b7134e0b209a;556dfce1a7c82e6b724e4092;Citibank;1
4bb7889698c7ef3b61eb2f02;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bd206aab221c9b6c1c0d6d0;556dfce1a7c82e6b724e4092;Citibank;1
4bd3afd5462cb713831fdf07;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bd6402b7b1876b0b9568c86;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c09831ba1b32d7f96d497f0;556dfce1a7c82e6b724e4092;Citibank;1
4c0dcaabc700c9b695ffa2dd;556dfce1a7c82e6b724e4092;Citibank;1
4c2ca7b577cfe21e4451b6f1;556dfce1a7c82e6b724e4092;Citibank;1
4c43d1ae36d6a593c9bb69a8;556dfce1a7c82e6b724e4092;Citibank;1
4c444702dd1f2d7f14917ff9;556dfce1a7c82e6b724e4092;Citibank;1
4c8f88fa1992a1cdfe9ae6fb;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1444731976eb1c7109dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a147a731976eb128309dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148f731976eb478a09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4dc8804ed4c0bf684192e6aa;556dfce1a7c82e6b724e4092;Citibank;1
4df242ff45dd4e26933bca58;556dfce1a7c82e6b724e4092;Citibank;1
4f202266aad29cb17b2a2785;556dfce1a7c82e6b724e4092;Citibank;1
4b6473c9f964a5204db42ae3;556d0a3aaceaff43eb082e54;Macy's;1
4b8fc1dbf964a5209f6033e3;556dfce1a7c82e6b724e4092;Citibank;1
4bae7e6bf964a5202fb93be3;556d0a3aaceaff43eb082e54;Macy's;1
4bf8692e5efe2d7f49c26a34;556dfce1a7c82e6b724e4092;Citibank;1
4bfd4c5ce529c9287bb0ba8c;556dfce1a7c82e6b724e4092;Citibank;1
4c3cbec54bc9a593bb18d371;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c3f6425ff711b8dbdd90e05;556dfce1a7c82e6b724e4092;Citibank;1
4d1a1430731976eb0c6a09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a144b731976eb077409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1466731976eb827b09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146e731976eb0a7f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148b731976ebc78809dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a944853248cfac0f9b996;556d0a3aaceaff43eb082e54;Macy's;1
4d3b4f1397e0a1cd38f6763e;556dfce1a7c82e6b724e4092;Citibank;1
4d8105ee551ea1cd2c8d25c5;556dfce1a7c82e6b724e4092;Citibank;1
4d8cac73fe8d41bdb182d705;556d0a3aaceaff43eb082e54;Macy's;1
4db9ca03815445c8ca3d64c0;556dfce1a7c82e6b724e4092;Citibank;1
4dcb32b652b17cba4fa3a9e5;556d0a3aaceaff43eb082e54;Macy's;1
4dcd8e887d8b975f18b89d69;556dfce1a7c82e6b724e4092;Citibank;1
4e139036d22d401417109ee1;556dfce1a7c82e6b724e4092;Citibank;1
4f202263aad29cb17b2a24e6;556dfce1a7c82e6b724e4092;Citibank;1
4fd0f7ace4b0172d29972b3c;556dfce1a7c82e6b724e4092;Citibank;1
51098c82f470bb33c867bd17;556dfce1a7c82e6b724e4092;Citibank;1
51b7592f498efed5292ba626;556dfce1a7c82e6b724e4092;Citibank;1
52582dc611d264a9f5600fb7;556dfce1a7c82e6b724e4092;Citibank;1
4b329dbdf964a520151025e3;556d0a3aaceaff43eb082e54;Macy's;1
4b509e61f964a520b92927e3;556dfce1a7c82e6b724e4092;Citibank;1
4b52872ef964a520268127e3;556dfce1a7c82e6b724e4092;Citibank;1
4b53953ff964a52057a327e3;556d0a3aaceaff43eb082e54;Macy's;1
4bffec1f92a6c9289c4d43e2;556dfce1a7c82e6b724e4092;Citibank;1
4c1ea04bd48495215f2f5b57;556dfce1a7c82e6b724e4092;Citibank;1
4c55ddb5f5f3d13ae07e7dfc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c67141db80abe9a6c0acfe5;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c6d386399b9236ad38de4c9;556dfce1a7c82e6b724e4092;Citibank;1
4c881aa4944e224b17c31985;556dfce1a7c82e6b724e4092;Citibank;1
4cbcc5a2a33bb1f78c929bfd;556dfce1a7c82e6b724e4092;Citibank;1
4cdec1503644a09367074e9f;556d0a3aaceaff43eb082e54;Macy's;1
4ce1b480f8cdb1f755119e12;556d0a3aaceaff43eb082e54;Macy's;1
4d1a1415731976eb656109dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141f731976eb2f6509dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1460731976eb107a09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1464731976eb147b09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1468731976eb987c09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4e446ad4d22de4060ef60400;556dfce1a7c82e6b724e4092;Citibank;1
5209686311d2a95ced3eae75;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4a08aa12f964a52006741fe3;556d0a3aaceaff43eb082e54;Macy's;1
4b058663f964a520f75f22e3;556d0a3aaceaff43eb082e54;Macy's;1
4b240037f964a520cb5e24e3;556dfce1a7c82e6b724e4092;Citibank;1
4b5b99c5f964a520190a29e3;556dfce1a7c82e6b724e4092;Citibank;1
4b72da87f964a5209b8b2de3;556d0a3aaceaff43eb082e54;Macy's;1
4b7ecd12f964a520860030e3;556dfce1a7c82e6b724e4092;Citibank;1
4b82f937f964a5204bf030e3;556dfce1a7c82e6b724e4092;Citibank;1
4b941562f964a520d66634e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bc9dc8d68f976b0f2fa5d83;556dfce1a7c82e6b724e4092;Citibank;1
4bd9c03a0115c9b6f5837880;556d0a3aaceaff43eb082e54;Macy's;1
4be46afe910020a19cafd114;556d0a3aaceaff43eb082e54;Macy's;1
4c3a5ed60a71c9b6083044c9;556dfce1a7c82e6b724e4092;Citibank;1
4c3e59266faac9b6eb260e76;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c52e0bd250dd13aa1845e7f;556dfce1a7c82e6b724e4092;Citibank;1
4ca4ceddb0ff8cfafdfcc25e;556dfce1a7c82e6b724e4092;Citibank;1
4ce576a37785a1cdddf419b9;556dfce1a7c82e6b724e4092;Citibank;1
4d1a1422731976eb0e6609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1427731976ebb36709dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1447731976eb537209dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146a731976eb567d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4dbb1af693a08f92749c0e83;556dfce1a7c82e6b724e4092;Citibank;1
4ed96915b6344371f5b0a835;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4eda5c219911a3e78d1fb789;556de8c8a7c82f0fe987b2d2;Foot Locker;1
53e8fb0e498ebff19add0f25;556dfce1a7c82e6b724e4092;Citibank;1
4b11cd98f964a520f78423e3;556d0a3aaceaff43eb082e54;Macy's;1
4b297beff964a520ae9f24e3;556dfce1a7c82e6b724e4092;Citibank;1
4b391f21f964a520a05625e3;556dfce1a7c82e6b724e4092;Citibank;1
4b551af0f964a5204fdb27e3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bb4e8510ef1c9b68597f412;556dfce1a7c82e6b724e4092;Citibank;1
4bc8c8286501c9b6e5e64029;556d0a3aaceaff43eb082e54;Macy's;1
4bfac1654a67c9281cb328cf;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c0d4f172466a59318627721;556dfce1a7c82e6b724e4092;Citibank;1
4c35fd81213c2d7f8ef73a5d;556dfce1a7c82e6b724e4092;Citibank;1
4c3e69ddb8b4be9ac92fccef;556dfce1a7c82e6b724e4092;Citibank;1
4c531be130f92d7fd3b43fb8;556dfce1a7c82e6b724e4092;Citibank;1
4c55ac3bfd2ea593f188252c;556d0a3aaceaff43eb082e54;Macy's;1
4c6a962a8e7c0f47c782e20f;556dfce1a7c82e6b724e4092;Citibank;1
4c72b4910e23b1f7e37c1edc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4cfc3275c6cca35d237d9032;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a141d731976eb946409dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a143e731976eb556f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146a731976eb817d09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a146f731976eb267f09dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a1483731976eb3a8609dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d1a148d731976eb848909dc;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4e9ca9b8b6348df6f6d9b9ac;556dfce1a7c82e6b724e4092;Citibank;1
4ecfe795f5b9832ad99a207c;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4f202265aad29cb17b2a26e3;556dfce1a7c82e6b724e4092;Citibank;1
4f20d079e4b0467cd723f105;556de8c8a7c82f0fe987b2d2;Foot Locker;1
501b6202582faee63c791ab1;556dfce1a7c82e6b724e4092;Citibank;1
5823c92add43122ead56e60c;556dfce1a7c82e6b724e4092;Citibank;1
4afc2452f964a520162022e3;556dfce1a7c82e6b724e4092;Citibank;1
4b32abcdf964a520711125e3;556d0a3aaceaff43eb082e54;Macy's;1
4b79aacff964a520b3092fe3;556dfce1a7c82e6b724e4092;Citibank;1
4bae81ebf964a520cfba3be3;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4bd32adba8b3a593c33b695f;556dfce1a7c82e6b724e4092;Citibank;1
4be9f77361aca5937a428300;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4beb4f9f6295c9b642a18708;556dfce1a7c82e6b724e4092;Citibank;1
4c03d40d3f03b71325095241;556dfce1a7c82e6b724e4092;Citibank;1
4c084273bbc676b0964f46d5;556dfce1a7c82e6b724e4092;Citibank;1
4c4c6c1d46240f471a4cc6f4;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4c757e35d8948cfaa9dd67da;556dfce1a7c82e6b724e4092;Citibank;1
4c8ac16b6418a143a0e9e2ce;556dfce1a7c82e6b724e4092;Citibank;1
4c9a9564eaa5a14323a2cde4;556de8c8a7c82f0fe987b2d2;Foot Locker;1
4d00354d2685a35dc2a4c790;556dfce1a7c82e6b724e4092;Citibank;1
4d0bd24e27f8a35d20332e13;556de8c8a7c82f0fe987b2d2;Foot Locker;1
