last_updated_dt;chainid;chainname;ticker;data
2020-06-23;556cfd40aceaff43eb06ba69;Pearle Vision;LUX;1
2020-06-23;556a2307a7c8957d73d2d3ea;Macerich;MAC;1
2020-06-23;556e554cbd6a82902e287cd0;Courtyard by Marriott;MAR;1
2020-06-23;556f4350bd6a007c773894a9;The Ritz-Carlton;MAR;1
2020-06-23;556a2d9ea7c8957d73d40533;Marriott Hotels;MAR;1
2020-06-23;556a2d9ea7c8957d73d4052a;Renaissance Hotels;MAR;1
2020-06-23;57505630498eb16d728dd307;JW Marriott;MAR;1
2020-06-23;573e0d7b498e05adf08f59e8;TownePlace Suites;MAR;1
2020-06-23;556e5513bd6a82902e2875b7;SpringHill Suites;MAR;1
2020-06-23;556f3e21bd6a007c773809e0;Fairfield Inn;MAR;1
2020-06-23;556f3d48bd6a007c7737e8e4;Mapco;MAS;1
2020-06-23;556f7a12bd6a75a9903bddb2;McDonald's;MCD;1
2020-06-23;556a259ba7c8957d73d32b42;Marcus Theatres;MCS;1
2020-06-23;5569f52ba7c8896abe7c93c6;The Mirage Hotel & Casino;MGM;1
2020-06-23;5569f28ca7c8896abe7c3fc9;Monte Carlo Resort and Casino;MGM;1
2020-06-23;5568ef53a7c8a9cf8ec3e87d;LuxorLV;MGM;1
2020-06-23;5569edaaa7c8896abe7bb4d1;Circus Circus;MGM;1
2020-06-23;556a379ea7c8957d73d539d1;Aaron Brothers;MIK;1
2020-06-23;556df7e1a7c82e6b724d8231;Michaels;MIK;1
2020-06-23;556cde1baceaff43eb03f96b;WilcoHess;MPC;1
2020-06-23;5643a608498e5a40b9b157d7;M&T Bank;MTB;1
2020-06-23;556a4ca4a7c8957d73d6a0ff;Meritage Homes;MTH;1
2020-06-23;564bb808498e7a0bb831fa46;Converse Factory Outlet;NKE;1
2020-06-23;5569f2f9a7c8896abe7c5041;Converse;NKE;1
2020-06-23;556a22a9a7c8957d73d2c9ee;Nike;NKE;1
2020-06-23;556cfd40aceaff43eb06ba6b;New York & Company;NWY;1
2020-06-23;556d1777aceaff43eb09d1ed;OfficeMax;ODP;1
2020-06-23;556de8c8a7c82f0fe987b2c4;Office Depot;ODP;1
2020-06-23;556de729a7c82f0fe9875f3b;Pier 1 Imports;PIR;1
2020-06-23;556e146fa7c82e6b725097db;Public Storage;PSA;1
2020-06-23;5568f2a6a7c8a9cf8ec45bd9;76 Gas Stations;PSX;1
2020-06-23;556e4ed4bd6a82902e27f712;Phillips 66;PSX;1
2020-06-23;556a337ba7c8957d73d4b6ba;IZOD;PVH;1
2020-06-23;556a4d8aa7c8957d73d6bf65;Van Heusen Outlets;PVH;1
2020-06-23;556c9b97a7c87f637869e199;Tommy Hilfiger;PVH;1
2020-06-23;556f44debd6a007c7738d65f;Calvin Klein;PVH;1
2020-06-23;5569fcd1a7c8896abe7d9105;Tim Hortons;QSR;1
2020-06-23;556d12d9aceaff43eb090cdb;Burger King;QSR;1
2020-06-23;556e40c7bd6a82902e2671d3;Rite Aid;RAD;1
2020-06-23;562112d8498e0ecfc064e104;Tops Friendly Markets;RAD;1
2020-06-23;5568f5b6a7c8a9cf8ec4c0a6;Sassoon;RGS;1
2020-06-23;556e119fa7c82e6b725012e0;Supercuts;RGS;1
2020-06-23;5568ecada7c8a9cf8ec39003;Cost Cutters Family Hair Salon;RGS;1
2020-06-23;556a31e2a7c8957d73d48748;Sonic Automotive;SAH;1
2020-06-23;563bdebe498ed361ff5315a1;Sprouts Farmers Market;SFM;1
2020-06-23;5569fdf3a7c8896abe7dae26;Smart Foodservice Warehouse Stores;SFS;1
2020-06-23;556c8e00a7c8a11a36bcd555;Smart & Final;SFS;1
2020-06-23;556e2b60a7c82e6b7253b219;Sherwin-Williams;SHW;1
2020-06-23;556d0ef4aceaff43eb087d8c;Zales;SIG;1
2020-06-23;556d0353aceaff43eb077eff;Piercing Pagoda;SIG;1
2020-06-23;57471106498e68358a588a4e;Kay Jewelers;SIG;1
2020-06-23;556a283aa7c8957d73d35a50;Six Flags;SIX;1
2020-06-23;5569f984a7c8896abe7d26cd;Tanger Outlets;SKT;1
2020-06-23;556ce5abaceaff43eb0528b4;SKECHERS;SKX;1
2020-06-23;556a3897a7c8957d73d5597e;Stage Stores;SSI;1
2020-06-23;563e96f6498ef5e9422f13e9;SunTrust Bank;STI;1
2020-06-23;564217fa498e0b46fe8339ef;Sunoco;SUN;1
2020-06-23;5569ed8fa7c8896abe7bb0cb;Foodland;SVU;1
2020-06-23;5569fa5fa7c8896abe7d40cf;Farm Fresh;SVU;1
2020-06-23;556d1d36aceaff43eb0a9e5e;Save-A-Lot food stores;SVU;1
2020-06-23;5569fa5fa7c8896abe7d40cb;Shop 'n Save;SVU;1
2020-06-23;556e23e9a7c82e6b7252ceaf;Liberty Tax;TAX;1
2020-06-23;58545bb179dbf25654a7f762;The Container Store;TCS;1
2020-06-23;556e119fa7c82e6b725012dd;Target;TGT;1
2020-06-23;556c8b0ca7c8a11a36bc8621;Tiffany & Co;TIF;1
2020-06-23;556ce673aceaff43eb0548fd;HomeGoods;TJX;1
2020-06-23;556d1777aceaff43eb09d1f2;Marshalls;TJX;1
2020-06-23;556f3c14bd6a8104863befc5;Sierra Trading Post;TJX;1
2020-06-23;556de729a7c82f0fe9875f41;T.J.Maxx;TJX;1
2020-06-23;556d1612aceaff43eb0990d2;"Toys""R""Us";TOY;1
2020-06-23;556e40c7bd6a82902e2671d1;The UPS Store;UPS;1
2020-06-23;556e23e9a7c82e6b7252ce9d;U.S. Bank;USB;1
2020-06-23;556a37eca7c8957d73d5445b;United;UTX;1
2020-06-23;5568f29ca7c8a9cf8ec45a68;Marriott Vacation Club;VAC;1
2020-06-23;556f4530bd6a007c7738e4e2;The North Face;VFC;1
2020-06-23;55ccca6f498e248ef66e97d9;Timberland Factory Store;VFC;1
2020-06-23;5569f92ca7c8896abe7d1c1c;lucy activewear;VFC;1
2020-06-23;5665d3be60b2cc5383d6aa20;Vans;VFC;1
2020-06-23;5569ef13a7c8896abe7bdc15;Kipling;VFC;1
2020-06-23;5665d18760b2cc5383d366e2;Vans Outlet;VFC;1
2020-06-23;556e557dbd6a82902e288430;Lee Lumber;VFC;1
2020-06-23;556a23a0a7c8957d73d2e849;Timberland;VFC;1
2020-06-23;564256c7498ebbd4c62f4786;Valero;VLO;1
2020-06-23;556d009faceaff43eb073abd;The Vitamin Shoppe;VSI;1
2020-06-23;556f5631bd6a75a99036ab99;Walgreens;WBA;1
2020-06-23;556c9990a7c87f637869a5fd;Duane Reade;WBA;1
2020-06-23;5569febda7c8896abe7dc840;Wesco;WCC;1
2020-06-23;556f46f6bd6a007c77390fa9;Wendy's;WEN;1
2020-06-23;56255b92498e2de0a9b86312;Wells Fargo;WFC;1
2020-06-23;556cdf5baceaff43eb042df6;Whole Foods Market;WFM;1
2020-06-23;556f4482bd6a007c7738c7b8;Weis Markets;WMK;1
2020-06-23;5642390a498e1a3c5b6ea23f;Walmart Pharmacy;WMT;1
2020-06-23;556f676fbd6a75a99038d8e6;Walmart;WMT;1
2020-06-23;556d0353aceaff43eb077f03;Sam's Club;WMT;1
2020-06-23;5569f825a7c8896abe7cf7ab;The Clinic at Walmart;WMT;1
2020-06-23;563a967e498e432feae78c3d;Walmart Neighborhood Market;WMT;1
2020-06-23;56410b7c498eff5f95556f28;Sam's Club Pharmacy;WMT;1
2020-06-23;556f3ff0bd6a007c77382e47;Pottery Barn;WSM;1
2020-06-23;556a2ae0a7c8957d73d3a9c7;PBteen;WSM;1
2020-06-23;5569fb2da7c8896abe7d5b4e;west elm;WSM;1
2020-06-23;556c9767a7c8a11a36bdf572;Williams-Sonoma;WSM;1
2020-06-23;5734fc8a498e4225c64bc95f;Baymont Inn & Suites;WYN;1
2020-06-23;5568eca2a7c8a9cf8ec38c9e;Super 8;WYN;1
2020-06-23;556f400bbd6a007c773831a5;Baymont;WYN;1
2020-06-23;556e53b2bd6a82902e284bcf;Travelodge;WYN;1
2020-06-23;5568ed80a7c8a9cf8ec3acbb;Microtel;WYN;1
2020-06-23;55693a01acea5b47744bba9a;Wyndham Hotels & Resorts;WYN;1
2020-06-23;5569f1aba7c8896abe7c2852;Knights Inn;WYN;1
2020-06-23;556a2265a7c8957d73d2bfca;Howard Johnson;WYN;1
2020-06-23;55693a7facea5b47744bc7ff;Ramada;WYN;1
2020-06-23;556a2921a7c8957d73d3794c;CLUB WYNDHAM;WYN;1
2020-06-23;5569f021a7c8896abe7bfc44;Wingate by Wyndham;WYN;1
2020-06-23;57470775498e964e621749d9;Hawthorn Suites by Wyndham;WYN;1
2020-06-23;5569f417a7c8896abe7c7690;Days Inn;WYN;1
2020-06-23;556f676fbd6a75a99038d8e2;Exxon;XOM;1
2020-06-23;5591f502498e0605d742144d;Mobil;XOM;1
2020-06-23;556e40c7bd6a82902e2671cb;KFC;YUM;1
2020-06-23;556f5631bd6a75a99036aba1;Pizza Hut;YUM;1
2020-06-23;556f46f6bd6a007c77390fac;Taco Bell;YUM;1
2020-06-23;556ce0d4aceaff43eb0463e7;Apple Store;AAPL;1
2020-06-23;556cdebdaceaff43eb0413f8;Ann Taylor;ASNA;1
2020-06-23;573cc5a7498e84dcd4adc523;Dressbarn;ASNA;1
2020-06-23;556d0b88aceaff43eb0862c1;Lane Bryant;ASNA;1
2020-06-23;556f43a2bd6a007c7738a3b5;buybuy BABY;BBBY;1
2020-06-23;556de729a7c82f0fe9875f42;Bed Bath & Beyond;BBBY;1
2020-06-23;5569f8a8a7c8896abe7d0673;Brio Tuscan Grille;BBRG;1
2020-06-23;5569f8d5a7c8896abe7d0dfb;BRAVO! Cucina Italiana;BBRG;1
2020-06-23;58544ae1fc8d59474328a060;bebe;BEBE;1
2020-06-23;58110ff0498e1ca7dd4ac244;Big 5 Sporting Goods;BGFV;1
2020-06-23;556a41d7a7c8957d73d5f178;BJ's Restaurant and Brewhouse;BJRI;1
2020-06-23;556a24afa7c8957d73d30c59;Fleming's Prime Steakhouse;BLMN;1
2020-06-23;556c8cb7a7c8a11a36bcb5bb;Bonefish Grill;BLMN;1
2020-06-23;556d0ef4aceaff43eb087d95;Outback Steakhouse;BLMN;1
2020-06-23;556c9767a7c8a11a36bdf56d;Carrabba's;BLMN;1
2020-06-23;556cfb16aceaff43eb066788;Bob Evans Restaurant;BOBE;1
2020-06-23;556ca38ba7c87f63786a8df4;Bojangles' Famous Chicken 'n Biscuits;BOJA;1
2020-06-23;556e5f5fbd6a82902e29d0e6;Bon-Ton;BONT;1
2020-06-23;556f45c1bd6a007c7738fa81;Bassett Furniture;BSET;1
2020-06-23;556cfb16aceaff43eb066782;Burlington;BURL;1
2020-06-23;556d1d36aceaff43eb0a9e66;Buffalo Wild Wings;BWLD;1
2020-06-23;556a4b41a7c8957d73d67d96;The Cheesecake Factory;CAKE;1
2020-06-23;556e0f6fa7c82e6b724f8c80;Casey's General Store;CASY;1
2020-06-23;5854596079dbf25654a784cf;Cato Fashions;CATO;1
2020-06-23;556d0353aceaff43eb077ef8;Cracker Barrel;CBRL;1
2020-06-23;556a2c9ca7c8957d73d3e6e2;Conn's HomePlus;CONN;1
2020-06-23;556a3897a7c8957d73d55980;Costco;COST;1
2020-06-23;556cfd40aceaff43eb06ba5c;CubeSmart Self Storage;CUBE;1
2020-06-23;556a4d8aa7c8957d73d6bf6d;Famous Dave's;DAVE;1
2020-06-23;556a2e21a7c8957d73d41542;UGG Australia;DECK;1
2020-06-23;5643f7ba498e88495c76a788;UGG Australia Outlet;DECK;1
2020-06-23;556e0690a7c82e6b724e70a8;Denny's;DENN;1
2020-06-23;556e40c7bd6a82902e2671c9;Dollar Tree;DLTR;1
2020-06-23;556f676fbd6a75a99038d8f0;Dunkin';DNKN;1
2020-06-23;556e146fa7c82e6b725097d1;Baskin-Robbins;DNKN;1
2020-06-23;556a23a0a7c8957d73d2e84f;Destination XL;DXLG;1
2020-06-23;556d0900aceaff43eb07f9d5;EXPRESS;EXPR;1
2020-06-23;556a27d0a7c8957d73d34dd5;FIAT;FCAU;1
2020-06-23;573df7a2e4b0686b00a3066d;Jeep;FCAU;1
2020-06-23;556d0900aceaff43eb07f9dc;Finish Line;FINL;1
2020-06-23;556c8b0ca7c8a11a36bc8624;Five Below;FIVE;1
2020-06-23;5643a5ee498e5a40b9b1567a;First Niagara Bank;FNFG;1
2020-06-23;5568f52ba7c8a9cf8ec4ab11;Fogo de Chao Brazilian Steakhouse;FOGO;1
