venueid;utc_date;gender;age;score;dwell
4cf7c1e21cfea0933b8de639;2020-06-23;Male;Age_30_to_34;217.68701856384376;1671
4cf7c1e21cfea0933b8de639;2020-06-04;;;0.0;735
4c51df822543a593b8fc9984;2020-06-23;Female;Age_25_to_29;354.8693209326789;2468
4c754cccdb52b1f7ac5178dc;2020-06-23;Male;Age_35_to_39;161.9893244331038;8637
4cf7c1e21cfea0933b8de639;2020-06-23;Female;Age_40_to_44;200.63125948355218;6996
4cf7c1e21cfea0933b8de639;2020-06-04;Male;Age_35_to_39;164.46920955556854;82
4cf7c1e21cfea0933b8de639;2020-06-05;;;0.0;19347
4c51df822543a593b8fc9984;2020-06-30;Female;Age_30_to_34;431.8482000096171;913
4cf7c1e21cfea0933b8de639;2020-06-30;Male;Age_30_to_34;199.08406939197494;2083
4b75afcdf964a520fa1c2ee3;2020-06-05;Female;Age_30_to_34;198.73694698815294;6972
4cf7c1e21cfea0933b8de639;2020-06-05;Female;Age_40_to_44;204.4677566633776;0
4cf7c1e21cfea0933b8de639;2020-06-05;Female;Age_40_to_44;204.4677566633776;1057
4cf7c1e21cfea0933b8de639;2020-06-05;Male;Age_40_to_44;150.1903318025894;4632
4b75afcdf964a520fa1c2ee3;2020-06-30;Female;Age_15_to_19;315.85385745411673;1968
4cf7c1e21cfea0933b8de639;2020-06-30;Female;Age_45_to_49;219.47971232190935;9775
4cf7c1e21cfea0933b8de639;2020-06-05;Male;Age_45_to_49;157.79033181563466;1204
4cf7c1e21cfea0933b8de639;2020-06-30;;;0.0;134464
4cf7c1e21cfea0933b8de639;2020-06-30;Male;Age_45_to_49;211.8495816723111;901
4cf7c1e21cfea0933b8de639;2020-06-05;Male;Age_45_to_49;189.8268959140765;6951
4cf7c1e21cfea0933b8de639;2020-06-30;;;0.0;6902
4cf7c1e21cfea0933b8de639;2020-06-30;Male;Age_45_to_49;210.92774358609347;8042
4cf7c1e21cfea0933b8de639;2020-06-30;Male;Age_45_to_49;210.92774358609347;500
4cf7c1e21cfea0933b8de639;2020-06-05;Male;Age_40_to_44;172.6678998228999;31574
4cf7c1e21cfea0933b8de639;2020-06-22;Male;Age_45_to_49;162.48767775440794;1697
4cf7c1e21cfea0933b8de639;2020-06-22;Male;Age_40_to_44;176.27799781956244;586
4c51df822543a593b8fc9984;2020-06-22;Female;Age_30_to_34;351.85733302143933;2036
4c51df822543a593b8fc9984;2020-06-22;Male;Age_30_to_34;292.4617536443385;2961
4c51df822543a593b8fc9984;2020-06-06;Female;Age_40_to_44;293.7534751986905;2958
4b75afcdf964a520fa1c2ee3;2020-06-22;Female;Age_25_to_29;154.09054955199935;1552
4c51df822543a593b8fc9984;2020-06-22;Female;Age_20_to_24;372.01015796311293;2431
4c51df822543a593b8fc9984;2020-06-06;Female;Age_30_to_34;305.1504392355544;183
4cf7c1e21cfea0933b8de639;2020-06-06;Male;Age_40_to_44;167.4149541456837;40683
4cf7c1e21cfea0933b8de639;2020-06-26;Male;Age_50_to_54;178.51096638551826;43396
4c51df822543a593b8fc9984;2020-06-26;Female;Age_30_to_34;271.8462052503316;1104
4c51df822543a593b8fc9984;2020-06-19;Male;Age_40_to_44;264.0042378833059;264
4cf7c1e21cfea0933b8de639;2020-06-19;Female;Age_65_to_69;276.0548424466102;4832
4c51df822543a593b8fc9984;2020-06-19;Female;Age_60_to_64;413.4321893593421;4138
4cf7c1e21cfea0933b8de639;2020-06-19;Male;Age_40_to_44;182.99905154737468;31793
4c51df822543a593b8fc9984;2020-06-06;;;0.0;2018
4cf7c1e21cfea0933b8de639;2020-06-07;Female;Age_15_to_19;264.4881953101042;604
4cf7c1e21cfea0933b8de639;2020-06-08;Male;Age_40_to_44;159.97803720811564;847
4cf7c1e21cfea0933b8de639;2020-06-08;Female;Age_40_to_44;198.8256245210805;2709
4cf7c1e21cfea0933b8de639;2020-06-08;Male;Age_40_to_44;185.50146944940025;35262
4c51df822543a593b8fc9984;2020-06-08;Male;Age_35_to_39;259.29341143703675;710
4c51df822543a593b8fc9984;2020-06-08;Male;Age_30_to_34;311.8411804773622;3141
4c58d4602091a593c0a65bd0;2020-06-09;Female;Age_40_to_44;138.79697177683857;1851
4c51df822543a593b8fc9984;2020-06-06;;;0.0;92
4c51df822543a593b8fc9984;2020-06-09;;;0.0;6924
4cf7c1e21cfea0933b8de639;2020-06-09;Female;Age_40_to_44;190.35319092992773;8129
4cf7c1e21cfea0933b8de639;2020-06-06;;;0.0;25247
4c51df822543a593b8fc9984;2020-06-09;Female;Age_15_to_19;738.6151067915232;6193
4c51df822543a593b8fc9984;2020-06-09;Female;Age_20_to_24;585.6016556100728;72569
4cf7c1e21cfea0933b8de639;2020-06-06;Female;Age_45_to_49;230.86427857091937;927
4cf7c1e21cfea0933b8de639;2020-06-10;Female;Age_35_to_39;220.74380270594608;17122
4cf7c1e21cfea0933b8de639;2020-06-10;Male;Age_45_to_49;196.17826852470037;7360
4c51df822543a593b8fc9984;2020-06-10;Male;Age_60_to_64;383.8655693693668;382
4cf7c1e21cfea0933b8de639;2020-06-10;Female;Age_45_to_49;204.46851938806722;8176
4cf7c1e21cfea0933b8de639;2020-06-10;Male;Age_40_to_44;180.70612760416907;29001
4c51df822543a593b8fc9984;2020-06-10;Female;Age_20_to_24;384.20708615160703;5278
4b75afcdf964a520fa1c2ee3;2020-06-10;Female;Age_25_to_29;124.03257628860939;1220
4c51df822543a593b8fc9984;2020-06-10;Female;Age_25_to_29;348.9630734936529;14037
4c51df822543a593b8fc9984;2020-06-10;Male;Age_30_to_34;288.8728024738745;32739
4c51df822543a593b8fc9984;2020-06-10;Male;Age_45_to_49;;2715
4c51df822543a593b8fc9984;2020-06-10;Male;Age_45_to_49;273.06603411125616;2445
4cf7c1e21cfea0933b8de639;2020-06-11;Female;Age_40_to_44;199.99865996211537;11511
4c51df822543a593b8fc9984;2020-06-12;Female;Age_30_to_34;322.7615948031168;604
4cf7c1e21cfea0933b8de639;2020-06-12;Male;Age_40_to_44;245.4846750113862;13394
4c51df822543a593b8fc9984;2020-06-12;Male;Age_70_to_74;476.90729524775395;1168
4c51df822543a593b8fc9984;2020-06-12;Male;Age_30_to_34;311.8520480002017;7033
4cf7c1e21cfea0933b8de639;2020-06-12;Male;Age_45_to_49;196.24388640551388;1615
4cf7c1e21cfea0933b8de639;2020-06-11;Male;Age_40_to_44;181.71775218651635;31774
4cf7c1e21cfea0933b8de639;2020-06-11;Male;Age_45_to_49;198.0311781321247;3075
4cf7c1e21cfea0933b8de639;2020-06-12;Male;Age_40_to_44;179.0764812588656;30424
4c754cccdb52b1f7ac5178dc;2020-06-12;Female;Age_55_to_59;172.44559238293218;448
4cf7c1e21cfea0933b8de639;2020-06-11;Male;Age_45_to_49;175.63283361593352;384
4cf7c1e21cfea0933b8de639;2020-06-11;;;0.0;3181
4cf7c1e21cfea0933b8de639;2020-06-11;Male;Age_35_to_39;149.0085976066472;125
4cf7c1e21cfea0933b8de639;2020-06-11;Male;Age_35_to_39;149.0085976066472;23954
4cf7c1e21cfea0933b8de639;2020-06-12;Female;Age_40_to_44;188.1766414729777;14738
4cf7c1e21cfea0933b8de639;2020-06-12;Male;Age_35_to_39;147.57041444040465;18163
4c51df822543a593b8fc9984;2020-06-12;Female;Age_35_to_39;356.6674520052559;3326
4cf7c1e21cfea0933b8de639;2020-06-12;;;0.0;1666
4cf7c1e21cfea0933b8de639;2020-06-12;;;0.0;10449
4b75afcdf964a520fa1c2ee3;2020-06-13;Female;Age_15_to_19;443.32212531522396;3476
4c51df822543a593b8fc9984;2020-06-13;Male;Age_30_to_34;242.28746731746222;599
4cf7c1e21cfea0933b8de639;2020-06-13;;;0.0;29148
4c51df822543a593b8fc9984;2020-06-13;;;0.0;1061
4c51df822543a593b8fc9984;2020-06-13;;;0.0;1517
4c51df822543a593b8fc9984;2020-06-13;Male;Age_40_to_44;258.01879380793054;242
4c51df822543a593b8fc9984;2020-06-13;Female;Age_35_to_39;264.7173959108988;3352
4c51df822543a593b8fc9984;2020-06-13;Female;Age_30_to_34;256.85233995812933;856
4cf7c1e21cfea0933b8de639;2020-06-13;Male;Age_45_to_49;204.57899533880342;14200
4b75afcdf964a520fa1c2ee3;2020-06-13;Female;Age_25_to_29;149.19876982901872;1049
4c51df822543a593b8fc9984;2020-06-13;Female;Age_20_to_24;538.8970240806483;58092
4be1a1cd85670f47faae2bd7;2020-06-13;Male;Age_60_to_64;341.1379314177917;4736
4c51df822543a593b8fc9984;2020-06-13;Male;Age_30_to_34;256.72033581863917;3268
4c51df822543a593b8fc9984;2020-06-14;Female;Age_35_to_39;358.1075190335406;2005
4cf7c1e21cfea0933b8de639;2020-06-14;;;0.0;52710
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_40_to_44;187.60819365990224;29934
4b75afcdf964a520fa1c2ee3;2020-06-14;Female;Age_30_to_34;133.20750202028867;253
4c51df822543a593b8fc9984;2020-06-14;Female;Age_40_to_44;398.2193493976244;1971
4cf7c1e21cfea0933b8de639;2020-06-14;Female;Age_45_to_49;225.5010487786236;5228
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_45_to_49;161.32496764798984;746
4cf7c1e21cfea0933b8de639;2020-06-15;Female;Age_40_to_44;186.42687438722578;7942
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_45_to_49;205.38702875442553;416
4b75afcdf964a520fa1c2ee3;2020-06-14;Female;Age_40_to_44;143.58721165289634;714
4c51df822543a593b8fc9984;2020-06-14;Male;Age_40_to_44;342.6867330529301;5348
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_35_to_39;152.82243106005666;729
4c51df822543a593b8fc9984;2020-06-14;Female;Age_25_to_29;305.68343336896424;44101
4c51df822543a593b8fc9984;2020-06-15;Female;Age_20_to_24;521.3463405241761;2700
4c51df822543a593b8fc9984;2020-06-16;Female;Age_25_to_29;319.3917474127286;8517
4cf7c1e21cfea0933b8de639;2020-06-16;Male;Age_45_to_49;202.10741373597864;16671
4cf7c1e21cfea0933b8de639;2020-06-18;Male;Age_40_to_44;187.5728764914867;31469
4c51df822543a593b8fc9984;2020-06-16;Female;Age_20_to_24;417.4734246496789;6207
4c51df822543a593b8fc9984;2020-06-18;Female;Age_60_to_64;1062.336443543952;3133
4c51df822543a593b8fc9984;2020-06-16;Male;Age_35_to_39;211.29763911009877;2794
4cf7c1e21cfea0933b8de639;2020-06-16;Male;Age_40_to_44;186.42743113338432;29712
4c51df822543a593b8fc9984;2020-06-18;Female;Age_40_to_44;370.2527406729752;1156
4b75afcdf964a520fa1c2ee3;2020-06-18;Female;Age_20_to_24;235.34136731838763;65
4c51df822543a593b8fc9984;2020-06-16;Female;Age_35_to_39;266.1103003790184;356
4cf7c1e21cfea0933b8de639;2020-06-18;Female;Age_45_to_49;196.0677994156607;24038
4c51df822543a593b8fc9984;2020-06-19;Female;Age_35_to_39;338.8985827237422;1174
4c51df822543a593b8fc9984;2020-06-19;Female;Age_30_to_34;389.06530715352;7643
4c51df822543a593b8fc9984;2020-06-17;Female;Age_35_to_39;299.21449755670324;235
4c51df822543a593b8fc9984;2020-06-19;Male;Age_25_to_29;305.5652889813996;1699
4cf7c1e21cfea0933b8de639;2020-06-17;Male;Age_45_to_49;203.43599122160916;1380
4cf7c1e21cfea0933b8de639;2020-06-17;Female;Age_35_to_39;227.31630960528042;49388
4c51df822543a593b8fc9984;2020-06-17;Female;Age_30_to_34;307.8283416005566;489
4c51df822543a593b8fc9984;2020-06-17;Male;Age_35_to_39;207.99682159087365;6
4c51df822543a593b8fc9984;2020-06-19;Female;Age_25_to_29;269.6635516072104;1248
4c51df822543a593b8fc9984;2020-06-20;Female;Age_20_to_24;361.9464532670525;3802
4c51df822543a593b8fc9984;2020-06-20;Female;Age_30_to_34;302.0348743632917;980
4c51df822543a593b8fc9984;2020-06-18;Male;Age_35_to_39;208.65833285629523;5351
4cf7c1e21cfea0933b8de639;2020-06-18;Male;Age_45_to_49;162.24451924174852;332
4cf7c1e21cfea0933b8de639;2020-06-20;Female;Age_35_to_39;225.76869192003772;36820
4cf7c1e21cfea0933b8de639;2020-06-20;Female;Age_35_to_39;225.76869192003772;52496
4c51df822543a593b8fc9984;2020-06-20;Female;Age_60_to_64;535.6735451668475;983
4c51df822543a593b8fc9984;2020-06-20;Female;Age_60_to_64;236.57838919180307;1209
4cf7c1e21cfea0933b8de639;2020-06-18;Female;Age_40_to_44;197.9513673490797;9011
4c51df822543a593b8fc9984;2020-06-18;Male;Age_30_to_34;366.874910189736;2898
4c51df822543a593b8fc9984;2020-06-19;Male;Age_25_to_29;267.5521259295216;97
4c51df822543a593b8fc9984;2020-06-19;Female;Age_15_to_19;485.07453789217794;2087
4c51df822543a593b8fc9984;2020-06-20;Female;Age_25_to_29;333.76026848063134;6912
4cf7c1e21cfea0933b8de639;2020-06-20;;;0.0;72588
4c51df822543a593b8fc9984;2020-06-20;Male;Age_35_to_39;285.26812435237986;503
4c51df822543a593b8fc9984;2020-06-20;;;0.0;1012
4c51df822543a593b8fc9984;2020-06-20;;;0.0;2799
4c51df822543a593b8fc9984;2020-06-20;Male;Age_45_to_49;334.31296945166116;3697
4c51df822543a593b8fc9984;2020-06-19;Male;Age_20_to_24;322.51343914297973;243
4c51df822543a593b8fc9984;2020-06-19;Male;Age_40_to_44;288.962237493487;6707
4c51df822543a593b8fc9984;2020-06-19;Female;Age_30_to_34;358.06412036402196;24539
4c51df822543a593b8fc9984;2020-06-21;;;0.0;2415
4cf7c1e21cfea0933b8de639;2020-06-21;Female;Age_40_to_44;190.5080045803976;4824
4cf7c1e21cfea0933b8de639;2020-06-22;Male;Age_40_to_44;188.83457886544488;23561
4c51df822543a593b8fc9984;2020-06-21;Female;Age_25_to_29;330.54919532981654;5070
4c51df822543a593b8fc9984;2020-06-21;Male;Age_35_to_39;215.19637322412424;2332
4c51df822543a593b8fc9984;2020-06-22;Female;Age_25_to_29;318.7870838631989;68329
4c51df822543a593b8fc9984;2020-06-21;;;0.0;2067
4cf7c1e21cfea0933b8de639;2020-06-22;Female;Age_40_to_44;198.65035839457093;8280
4c51df822543a593b8fc9984;2020-06-21;Male;Age_20_to_24;326.54128019783866;1058
4cf7c1e21cfea0933b8de639;2020-06-21;Male;Age_40_to_44;163.738836353463;11422
4cf7c1e21cfea0933b8de639;2020-06-23;Male;Age_35_to_39;105.5924632926633;3809
4cf7c1e21cfea0933b8de639;2020-06-26;Male;Age_40_to_44;257.2587628433118;11001
4cf7c1e21cfea0933b8de639;2020-06-23;Female;Age_35_to_39;197.7167816818028;233
4cf7c1e21cfea0933b8de639;2020-06-23;Female;Age_40_to_44;202.34872796628434;126
4cf7c1e21cfea0933b8de639;2020-06-26;Male;Age_45_to_49;162.2285486497041;1903
4cf7c1e21cfea0933b8de639;2020-06-23;Male;Age_45_to_49;162.0275270888159;1362
4c51df822543a593b8fc9984;2020-06-26;Female;Age_30_to_34;409.04780726123863;4671
4cf7c1e21cfea0933b8de639;2020-06-23;Male;Age_40_to_44;189.04013104052916;31746
4c51df822543a593b8fc9984;2020-06-23;Female;Age_30_to_34;328.76770218647107;1202
4cf7c1e21cfea0933b8de639;2020-06-26;Male;Age_40_to_44;187.1793786007332;32086
4cf7c1e21cfea0933b8de639;2020-06-26;;;0.0;831
4cf7c1e21cfea0933b8de639;2020-06-26;;;0.0;211
4cf7c1e21cfea0933b8de639;2020-06-24;Female;Age_40_to_44;196.9887389921594;2818
4cf7c1e21cfea0933b8de639;2020-06-26;Female;Age_45_to_49;196.3645053351728;3562
4cf7c1e21cfea0933b8de639;2020-06-26;Male;Age_20_to_24;224.48653441282468;8240
4c51df822543a593b8fc9984;2020-06-26;Female;Age_25_to_29;288.68748701506087;215
4c51df822543a593b8fc9984;2020-06-26;Male;Age_40_to_44;301.1936857553341;1264
4c51df822543a593b8fc9984;2020-06-26;Male;Age_30_to_34;293.8355502589736;374
4cf7c1e21cfea0933b8de639;2020-06-26;Female;Age_40_to_44;197.2058119339144;44818
4c51df822543a593b8fc9984;2020-06-26;Male;Age_25_to_29;267.5516421960379;5
4cf7c1e21cfea0933b8de639;2020-06-27;Male;Age_45_to_49;210.17183874611922;337
4c51df822543a593b8fc9984;2020-06-27;;;0.0;1190
4cf7c1e21cfea0933b8de639;2020-06-25;Male;Age_40_to_44;190.07182478947155;37589
4c51df822543a593b8fc9984;2020-06-25;Female;Age_65_to_69;252.06763538722169;3155
4cf7c1e21cfea0933b8de639;2020-06-27;Male;Age_40_to_44;147.9136033012645;8769
4c51df822543a593b8fc9984;2020-06-25;Female;Age_35_to_39;614.0880336924341;2553
4cf7c1e21cfea0933b8de639;2020-06-25;Male;Age_50_to_54;178.08558967545818;57769
4cf7c1e21cfea0933b8de639;2020-06-27;Female;Age_40_to_44;198.0877655506775;3664
4cf7c1e21cfea0933b8de639;2020-06-27;Female;Age_40_to_44;198.0877655506775;4401
4cf7c1e21cfea0933b8de639;2020-06-25;;;0.0;106488
4cf7c1e21cfea0933b8de639;2020-06-25;Female;Age_45_to_49;198.3650971142159;30160
4b75afcdf964a520fa1c2ee3;2020-06-27;Male;Age_25_to_29;93.31861166252827;59
4cf7c1e21cfea0933b8de639;2020-06-25;Male;Age_20_to_24;227.89058546319603;4184
4cf7c1e21cfea0933b8de639;2020-06-27;Male;Age_40_to_44;175.5806056495119;36740
4c51df822543a593b8fc9984;2020-06-25;Male;Age_55_to_59;350.3184757998443;122
4c51df822543a593b8fc9984;2020-06-25;Male;Age_35_to_39;214.75246835901132;901
4cf7c1e21cfea0933b8de639;2020-06-25;Male;Age_45_to_49;163.2133599132835;3271
4c51df822543a593b8fc9984;2020-06-25;Male;Age_40_to_44;293.484839483741;63
4c51df822543a593b8fc9984;2020-06-28;Female;Age_55_to_59;489.87226330750394;699
4c51df822543a593b8fc9984;2020-06-28;Female;Age_30_to_34;332.37201492195817;2009
4c01a4141747a5937add5dca;2020-06-25;Male;Age_40_to_44;104.36934762971768;22
4cf7c1e21cfea0933b8de639;2020-06-28;Female;Age_45_to_49;212.5371318191647;15582
4be1a1cd85670f47faae2bd7;2020-06-28;Male;Age_35_to_39;202.44853493268525;117
4cf7c1e21cfea0933b8de639;2020-06-28;Female;Age_45_to_49;233.70426207537326;6748
4c51df822543a593b8fc9984;2020-06-28;Male;Age_45_to_49;337.7113700419731;1343
4cf7c1e21cfea0933b8de639;2020-06-27;Male;Age_50_to_54;193.29926104631411;7
4c51df822543a593b8fc9984;2020-06-24;Male;Age_30_to_34;301.6300821637827;25176
4cf7c1e21cfea0933b8de639;2020-06-24;Male;Age_40_to_44;186.01768405327937;32152
4c51df822543a593b8fc9984;2020-06-24;Female;Age_35_to_39;343.28539387320956;1418
4cf7c1e21cfea0933b8de639;2020-06-27;Male;Age_45_to_49;210.5265854945022;3688
4b75afcdf964a520fa1c2ee3;2020-06-27;Male;Age_45_to_49;131.2208574364106;699
4c51df822543a593b8fc9984;2020-06-24;;;;2556
4c51df822543a593b8fc9984;2020-06-27;Male;Age_20_to_24;274.56201227182623;1789
4cf7c1e21cfea0933b8de639;2020-06-24;Male;Age_45_to_49;159.9028940016603;1345
4cf7c1e21cfea0933b8de639;2020-06-24;Male;Age_45_to_49;159.9028940016603;1215
4c51df822543a593b8fc9984;2020-06-27;Female;Age_25_to_29;322.7233599645418;4364
4cf7c1e21cfea0933b8de639;2020-06-24;;;0.0;49646
4c51df822543a593b8fc9984;2020-06-27;Female;Age_25_to_29;312.84378336052;39354
4c51df822543a593b8fc9984;2020-06-24;;;0.0;4280
4cf7c1e21cfea0933b8de639;2020-06-24;Female;Age_40_to_44;195.77587010185363;446
4cf7c1e21cfea0933b8de639;2020-06-24;Male;Age_20_to_24;223.37694523001812;1660
4c754cccdb52b1f7ac5178dc;2020-06-29;Male;Age_40_to_44;173.02556639786403;272
4c51df822543a593b8fc9984;2020-06-29;Female;Age_30_to_34;339.06539015994605;2374
4cf7c1e21cfea0933b8de639;2020-06-29;Male;Age_40_to_44;198.97520408941222;31018
4c51df822543a593b8fc9984;2020-06-24;Male;Age_45_to_49;347.7140480004761;790
4cf7c1e21cfea0933b8de639;2020-06-20;Male;Age_45_to_49;179.62377909928827;76
4c51df822543a593b8fc9984;2020-06-20;Male;Age_25_to_29;290.582184408127;11791
4c51df822543a593b8fc9984;2020-06-29;;;0.0;2316
4c51df822543a593b8fc9984;2020-06-29;Female;Age_30_to_34;430.975125492491;3175
4c51df822543a593b8fc9984;2020-06-20;Female;Age_30_to_34;351.8393740107028;1639
4cf7c1e21cfea0933b8de639;2020-06-20;Female;Age_45_to_49;209.98319463716936;7139
4c51df822543a593b8fc9984;2020-06-29;Male;Age_30_to_34;276.02110686792787;134
4c51df822543a593b8fc9984;2020-06-13;Female;Age_25_to_29;291.35611536288906;31864
4cf7c1e21cfea0933b8de639;2020-06-30;Male;Age_40_to_44;194.27341356717326;31043
4cf7c1e21cfea0933b8de639;2020-06-03;Male;Age_40_to_44;182.47654719513295;38498
4cf7c1e21cfea0933b8de639;2020-06-03;Male;Age_45_to_49;157.29572255677525;1260
4cf7c1e21cfea0933b8de639;2020-06-03;;;0.0;28222
4cf7c1e21cfea0933b8de639;2020-06-03;;;0.0;5847
4cf7c1e21cfea0933b8de639;2020-06-03;;;0.0;4579
4cf7c1e21cfea0933b8de639;2020-06-04;Male;Age_45_to_49;195.23950851675352;8961
4c51df822543a593b8fc9984;2020-06-16;Female;Age_30_to_34;317.91832984212783;4534
4cf7c1e21cfea0933b8de639;2020-06-16;Male;Age_45_to_49;160.4707458197643;790
4cf7c1e21cfea0933b8de639;2020-06-16;Male;Age_45_to_49;160.4707458197643;2184
4cf7c1e21cfea0933b8de639;2020-06-16;;;0.0;159515
4cf7c1e21cfea0933b8de639;2020-06-04;;;0.0;46913
4cf7c1e21cfea0933b8de639;2020-06-04;Male;Age_45_to_49;154.485028746332;1289
4b75afcdf964a520fa1c2ee3;2020-06-17;Female;Age_65_to_69;204.77015580117254;156
4c51df822543a593b8fc9984;2020-06-17;Female;Age_30_to_34;310.90491541938945;72
4c51df822543a593b8fc9984;2020-06-16;Male;Age_40_to_44;211.29763911009877;2205
4c51df822543a593b8fc9984;2020-06-17;Female;Age_25_to_29;364.16633184886234;11200
4c51df822543a593b8fc9984;2020-06-29;Female;Age_45_to_49;442.55562137940194;66
4c51df822543a593b8fc9984;2020-06-29;Female;Age_35_to_39;650.0473326544194;3418
4c51df822543a593b8fc9984;2020-06-17;Female;Age_65_to_69;507.47041072060154;1609
4c51df822543a593b8fc9984;2020-06-17;Female;Age_55_to_59;480.3394152356424;275
4cf7c1e21cfea0933b8de639;2020-06-17;Male;Age_40_to_44;187.0042231248719;30975
4cf7c1e21cfea0933b8de639;2020-06-29;Male;Age_40_to_44;173.32255787427823;449
4cf7c1e21cfea0933b8de639;2020-06-17;Male;Age_45_to_49;161.1631654363787;1189
4c51df822543a593b8fc9984;2020-06-17;Female;Age_15_to_19;555.332544850934;3882
4c754cccdb52b1f7ac5178dc;2020-06-29;Male;Age_40_to_44;152.2874971498346;311
4cf7c1e21cfea0933b8de639;2020-06-17;Female;Age_40_to_44;197.5435600705939;450
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_45_to_49;157.8245109667958;5563
4c51df822543a593b8fc9984;2020-06-15;Female;Age_25_to_29;332.8453870308928;702
4c51df822543a593b8fc9984;2020-06-28;Male;Age_25_to_29;339.7776783956759;646
4c51df822543a593b8fc9984;2020-06-28;Male;Age_30_to_34;342.9820762422483;180
4c51df822543a593b8fc9984;2020-06-28;Male;Age_30_to_34;292.44140211404454;544
4cf7c1e21cfea0933b8de639;2020-06-15;;;0.0;81017
4cf7c1e21cfea0933b8de639;2020-06-15;Male;Age_45_to_49;204.72545784033088;3770
4cf7c1e21cfea0933b8de639;2020-06-28;Female;Age_40_to_44;216.60109155459682;1210
4cf7c1e21cfea0933b8de639;2020-06-28;Female;Age_40_to_44;210.95087388673312;14461
4c51df822543a593b8fc9984;2020-06-28;Male;Age_25_to_29;347.64022445770644;2041
4cf7c1e21cfea0933b8de639;2020-06-28;Male;Age_50_to_54;199.77803316016272;1
4cf7c1e21cfea0933b8de639;2020-06-28;Male;Age_50_to_54;199.77803316016272;4084
4c51df822543a593b8fc9984;2020-06-15;Male;Age_35_to_39;210.1685747909067;8099
4cf7c1e21cfea0933b8de639;2020-06-14;Male;Age_45_to_49;216.42941344002332;9114
4c51df822543a593b8fc9984;2020-06-14;Male;Age_40_to_44;302.97137540703864;864
4cf7c1e21cfea0933b8de639;2020-06-14;Female;Age_40_to_44;214.66658110100616;9372
4c51df822543a593b8fc9984;2020-06-14;Female;Age_50_to_54;407.78470112225085;2776
4cf7c1e21cfea0933b8de639;2020-06-02;Female;Age_35_to_39;228.31497049823196;50659
4cf7c1e21cfea0933b8de639;2020-06-02;Male;Age_40_to_44;135.50604041475862;60
4cf7c1e21cfea0933b8de639;2020-06-02;Male;Age_40_to_44;135.50604041475862;1652
4cf7c1e21cfea0933b8de639;2020-06-02;Male;Age_40_to_44;135.50604041475862;109
4cf7c1e21cfea0933b8de639;2020-06-02;Male;Age_40_to_44;154.60168491073878;1912
4cf7c1e21cfea0933b8de639;2020-06-02;Female;Age_40_to_44;222.80369647675667;135847
4c51df822543a593b8fc9984;2020-06-14;Male;Age_30_to_34;257.42771794843094;30
